# stem	genders(m,f,n)	kind — from Monier-Williams (CDSL), see scripts/import-mw.ts
सोमपुत्र	m	noun,adj
सोमपुत्री	f	noun
सोमपुर	n	noun
सोमपुरुष	m	noun
सोमपुरोगव		adj
सोमपूजा	f	noun
सोमपृष्ठ		adj
सोमपेय	m,n	noun
सोमप्रतिप्रस्थातृप्रयोग	m	noun
सोमप्रतीक		adj
सोमप्रथम		adj
सोमप्रभ	m	noun,adj
सोमप्रभा	f	noun
सोमप्रयोग	m	noun
सोमप्रयोगकारिका	f	noun
सोमप्रयोगपद्धति	f	noun
सोमप्रयोगप्रायश्चित्त	n	noun
सोमप्रयोगमन्त्र	m	noun
सोमप्रयोगरत्नमाला	f	noun
सोमप्रयोगवृत्ति	f	noun
सोमप्रवाक	m	noun
सोमप्रश्न	m	noun
सोमप्रायश्चित्त	n	noun
सोमबन्धु	m	noun
सोमबृहस्पति	m	noun
सोमभक्ष	m	noun
सोमभक्षजप	m	noun
सोमभक्षप्रयोग	m	noun
सोमभक्षयोःप्रयोग	m	noun
सोमभक्षविवेक	m	noun
सोमभट्ट	m	noun
सोमभव	m	noun
सोमभागवताचार्य	m	noun
सोमभावा	f	noun
सोमभुजगावली	f	noun
सोमभू	m	noun,adj
सोमभूपाल	m	noun
सोमभूभुज्	m	noun
सोमभृत्		adj
सोमभोजन	m	noun
सोममख	m	noun
सोममद	m	noun
सोममद्		adj
सोममन्त्रानुक्रमणिका	f	noun
सोममय		adj
सोममान	n	noun
सोममित्र	m	noun
सोममिश्र	m	noun
सोमयज्ञ	m	noun
सोमयशस्	m	noun
सोमयाग	m	noun
सोमयागकारिका	f	noun
सोमयागप्रयोग	m	noun
सोमयाजमान	m	noun
सोमयाजमानप्रयोग	m	noun
सोमयाजिन्		adj
सोमयाज्या	f	noun
सोमयोग	m	noun
सोमयोगिन्		adj
सोमयोनि	m,n	noun
सोमरक्ष	m	noun,adj
सोमरक्षि		adj
सोमरभस्		adj
सोमरश्मि	m	noun
सोमरस	m	noun
सोमरसोद्भव	n	noun
सोमराग	m	noun
सोमराज	m	noun
सोमराजक	m	noun
सोमराजदेव	m	noun
सोमराजन्	m	noun,adj
सोमराजसुत	m	noun
सोमराजिका	f	noun
सोमराजिन्	m	noun
सोमराजी	f	noun
सोमराज्य	m,n	noun
सोमरात	m	noun
सोमराष्ट्र	n	noun
सोमरूप	n	noun,adj
सोमरूपता	f	noun
सोमरोग	m	noun
सोमरौद्र	n	noun
सोमर्षि	m	noun
सोमलता	f	noun
सोमलतिका	f	noun
सोमलदेवी	f	noun
सोमलिप्त	n	noun,adj
सोमलोक	m	noun
सोमवंश	m	noun,adj
सोमवंशिन्	m	noun
सोमवंशीय		adj
सोमवतीकथा	f	noun
सोमवतीतीर्थ	n	noun
सोमवतीव्रत	n	noun
सोमवतीव्रतकथा	f	noun
सोमवत्		adj
सोमवत्यमावास्याकथा	f	noun
सोमवर्चस्	m	noun,adj
सोमवल्क	m	noun
सोमवल्का	f	noun
सोमवल्लरि	f	noun
सोमवल्लरी	f	noun
सोमवल्लिका	f	noun
सोमवल्ली	f	noun
सोमवल्लीयोगानन्द	m	noun
सोमवहन	n	noun
सोमवह्निप्रकाश		adj
सोमवामिन्	m	noun,adj
सोमवायव्य	m	noun
सोमवार	m	noun
सोमवारव्रत	n	noun
सोमवारव्रतकल्प	m	noun
सोमवारव्रतविधि	m	noun
सोमवारव्रताचरणक्रम	m	noun
सोमवारव्रतोद्यापन	n	noun
सोमवारामावास्यपूजापद्धति	f	noun
सोमवारामावास्याव्रतकालनिर्णय	m	noun
सोमवारामावास्याव्रतपूजा	f	noun
सोमवार्यमावास्याव्रत	n	noun
सोमवासर	m	noun
सोमवाह	m	noun
सोमविक्रयिन्	m	noun,adj
सोमविध		adj
सोमविधान	n	noun
सोमविहारकारिका	f	noun
सोमवीथी	f	noun
सोमवीर्य		adj
सोमवृक्ष	m	noun
सोमवृद्ध		adj
सोमवृद्धिवर्धन	n	noun
सोमवेश	m	noun
सोमवेष्टन		adj
सोमव्यास	m	noun
सोमव्रत	n	noun
सोमशकला	f	noun
सोमशतक	n	noun
सोमशतद्वयी	f	noun
सोमशम्भु	m	noun
सोमशर्मन्	m	noun
सोमशित		adj
सोमशुष्म	m	noun
सोमशूर	m	noun
सोमशेखराख्यनिबन्ध	m	noun
सोमश्रवस्	m	noun
सोमश्री	f	noun
सोमश्रेष्ठ		adj
सोमश्रौत	n	noun
सोमसंज्ञ	n	noun
सोमसंस्था	f	noun
सोमसखि		adj
सोमसत्सरु		adj
सोमसद्	m	noun
सोमसप्तहौत्रप्रयोग	m	noun
सोमसरण		adj
सोमसलिल	n	noun
सोमसव	m	noun
सोमसवन		adj
सोमसामन्	n	noun
सोमसार	m	noun
सोमसिद्धान्त	m	noun
सोमसिद्धान्तिन्	m	noun
सोमसिन्धु	m	noun
सोमसुत	m	noun
सोमसुता	f	noun
सोमसुति	f	noun
सोमसुत्	m	noun,adj
सोमसुत्या	f	noun
सोमसुत्वत्		adj
सोमसुत्वन्	m	noun,adj
सोमसुन्दर	m	noun
सोमसूक्त	n	noun
सोमसूक्ष्मन्	m	noun
सोमसूत्र	n	noun
सोमसूत्रपञ्चविधान	n	noun
सोमसूत्रप्रदक्षिणा	f	noun
सोमसूर्यप्रकाश		adj
सोमसेन	m	noun
सोमस्वामिन्	m	noun
सोमहार		adj
सोमहारिन्		adj
सोमहूति	m	noun
सोमहोतृसप्तक	n	noun
सोमहोत्राग्निष्टोम	m	noun
सोमहौत्र	n	noun
सोमहौत्रप्रयोग	m	noun
सोमा	f	noun
सोमांशक	m	noun
सोमांशु	m	noun
सोमाकर	m	noun
सोमाख्य	n	noun
सोमाग्नियजमान	m	noun
सोमाग्निष्टोम	m	noun
सोमाग्नीध्रप्रयोग	m	noun
सोमाङ्ग	n	noun
सोमाङ्गपानकारिका	f	noun
सोमाण्डपिल्ले	f	noun
सोमाण्डबिला	f	noun
सोमातिपवित		adj
सोमातिपूत		adj
सोमातिरिक्त	n	noun
सोमात्मक		adj
सोमादित्य	m	noun
सोमाद्		adj
सोमाधार	m	noun
सोमाध्वर्यव	n	noun
सोमानन्द	m	noun
सोमानन्दनाथ	m	noun
सोमानन्दभाष्य	n	noun
सोमानन्दसूनु	m	noun
सोमानन्दाचार्य	m	noun
सोमाप		adj
सोमापहृत		adj
सोमापि	m	noun
सोमापूषन्	m	noun
सोमापौष्ण		adj
सोमाभ		adj
सोमाभा	f	noun
सोमाभिषव	m	noun
सोमाभिषिक्त		adj
सोमाम्बुप	m	noun
सोमायन	n	noun
सोमारुद्र	m,n	noun
सोमारुद्रसूक्त	n	noun
सोमारौद्र	n	noun,adj
सोमार्कप्रतिसंकाश		adj
सोमार्चिस्	m	noun
सोमार्थिन्		adj
सोमार्धहारिन्	m	noun
सोमार्य	m	noun
सोमार्ह		adj
सोमाल		adj
सोमालक	m	noun
सोमालिका	f	noun
सोमावती	f	noun
सोमावर्त	m	noun
सोमाश्रम	m	noun
सोमाश्रयायण	n	noun
सोमाष्टमी	f	noun
सोमासन्दी	f	noun
सोमाह	m	noun
सोमाहरण	n	noun
सोमाहार	m	noun
सोमाहुत		adj
सोमाहुति	f,m	noun
सोमाह्वा	f	noun
सोमिका	f	noun
सोमिनी	f	noun
सोमिन्		adj
सोमिल	m	noun
सोमिलक	m	noun
सोमी	f	noun
सोमेज्या	f	noun
सोमेन्दु	m	noun
सोमेन्द्र		adj
सोमेश्वर	m,n	noun
सोमेश्वरदीक्षित	m	noun
सोमेश्वरदेव	m	noun
सोमेश्वरभट्ट	m	noun
सोमैन्द्र		adj
सोमोत्पत्ति	f	noun
सोमोत्पत्तिपरिशिष्ट	n	noun
सोमोद्गीत	n	noun
सोमोद्भव	m	noun,adj
सोमोद्भवा	f	noun
सोमोपनहन	n	noun
सोमोष्णीष	n	noun
सोमौद्गात्र	n	noun
सोम्य		adj
सोम्यता	f	noun
सोर	m	noun
सोरण	m	noun,adj
सोरावास	m	noun
सोर्णभ्रू		adj
सोर्मि		adj
सोर्मिक		adj
सोल	m	noun,adj
सोलङ्क	m	noun
सोलिक	m	noun,adj
सोलूक	m	noun
सोल्कालातावपोथिक		adj
सोल्लास		adj
सोल्लासम्		ind
सोल्लुण्ठ	m	noun,adj
सोल्लुण्ठन	n	noun,adj
सोल्लुण्ठभाषण	n	noun
सोल्लुण्ठभाषित	n	noun
सोल्लुण्ठवचन	n	noun
सोल्लुण्ठोक्ति	f	noun
सोल्लेखम्		ind
सोल्लेखरेख		adj
सोल्लोक	m	noun
सोवाक	m	noun
सोवाल	m	noun,adj
सोशीर		adj
सोष		adj
सोष्ट्रिक		adj
सोष्णीष	n	noun,adj
सोष्मता	f	noun
सोष्मन्	m	noun,adj
सोष्मवत्		adj
सोष्मस्नानगृह	n	noun
सोष्यन्ती	f	noun
सोष्यन्तीकर्मन्	n	noun
सोष्यन्तीसवन	n	noun
सोष्यन्तीहोम	n	noun
सोहञ्जि	m	noun
सोहलग्राम	m	noun
सोहाइच	m	noun
सोह्नोक	m	noun
सौकन्य	n	noun,adj
सौकर	n	noun,adj
सौकरक	n	noun
सौकरतीर्थ	n	noun
सौकरसद्म		adj
सौकरायण	m	noun
सौकरिक	m	noun
सौकरीय		adj
सौकर्य	n	noun
सौकुमारक	n	noun
सौकुमार्य	n	noun,adj
